,lfd,Ort,GID,LONG,LAT,grid_chr,grid_num,romanNr,trayNr,count,n_places,new
939,612,Höllstein,131456,7.74574,47.63943,z',13,III,16,19,1,131456
952,619,Eichsel (GID von Obereichsel),128220,7.75815,47.598424,z',13,III,16,19,1,128220
955,617,Adelhausen,128797,7.76116,47.61477,z',13,III,16,19,1,128797
974,614,Maulburg,130928,7.77782,47.64075,z',13,III,16,19,1,130928
993,618,Minseln,130655,7.79067,47.60301,z',13,III,16,19,1,130655
1002,621,Karzau (Karsau),131730,7.79868,47.58875,z',13,III,16,19,1,131730
1003,606,Langenau,133930,7.79884,47.65734,z',13,III,16,19,1,133930
1018,615,Wiechs,133872,7.81236,47.63655,z',13,III,16,19,1,133872
1030,616,Nordschwaben,128032,7.81682,47.6184,z',13,III,16,19,1,128032
1039,607,"Schopfheim (/Grenzach, aber gestrichen)",127783,7.82315,47.64973,z',13,III,16,19,1,127783
1060,627,Fahrnau,132327,7.83602,47.66179,z',13,III,16,19,1,132327
1065,641,Eichen,128178,7.83816,47.6471,z',13,III,16,19,1,128178
1085,639,Dossenbach,127936,7.85693,47.61597,z',14,III,16,14,1,127936
1099,628,Kürnberg,127990,7.86873,47.6649,z',14,III,16,14,1,127990
1117,638,Schwörstadt,132017,7.87989,47.59379,z',14,III,16,14,1,132017
1145,629,Hasel,129795,7.89786,47.65393,z',14,III,16,14,1,129795
1155,640,Wehr,130485,7.9045,47.62927,z',14,III,16,14,1,130485
1174,637,Öfflingen (Öflingen),127335,7.91396,47.59228,z',14,III,16,14,1,127335
1216,633,Hütten,130474,7.94873,47.62902,z',14,III,16,14,1,130474
1231,635,Bergalingen,131299,7.95943,47.61266,z',14,III,16,14,1,131299
1245,636,Willaringen,134058,7.97281,47.60577,z',14,III,16,14,1,134058
1247,630,Obergebisbach- Hornbach,127360,7.97459,47.65405,z',14,III,16,14,1,127360
1248,632,Altenschwand,130509,7.976,47.63697,z',14,III,16,14,1,130509
1250,634,Rickenbach,128055,7.97772,47.61891,z',14,III,16,14,1,128055
1270,631,Niedergebisbach,128984,7.99251,47.65054,z',14,III,16,14,1,128984
1278,2434,Herrischried,131871,8.00161,47.66587,z',14,III,16,14,1,131871
1300,2435,Hogschür,132439,8.01475,47.64742,z',15,III,16,23,1,132439
1318,2433,Segeten,134076,8.02357,47.65954,z',15,III,16,23,1,134076
1323,2451,Hänner,128264,8.03004,47.59489,z',15,III,16,23,1,128264
1326,2457,Oberhof,129417,8.0324,47.58493,z',15,III,16,23,1,129417
1342,2437,Oberwihl,127430,8.04597,47.62098,z',15,III,16,23,1,127430
1345,"2368, 2432","Strittmatt und Engelschwand, Strittmatt","129054, 129054",8.04718,47.66382,z',15,III,16,23,2,129054
1362,2450,Rotzel,132628,8.06151,47.59473,z',15,III,16,23,1,132628
1376,2439,Rüsswihl,127756,8.07093,47.63063,z',15,III,16,23,1,127756
1377,2438,Niederwihl,130466,8.07095,47.61851,z',15,III,16,23,1,130466
1383,2441,Rotzingen,127601,8.0762,47.66588,z',15,III,16,23,1,127601
1385,2440,Görwihl,132409,8.07817,47.64186,z',15,III,16,23,1,132409
1387,2449,Hochsal,133173,8.08003,47.5887,z',15,III,16,23,1,133173
1407,2452,Schachen,127775,8.09406,47.60368,z',15,III,16,23,1,127775
1427,2448,Albert,132550,8.11012,47.58535,z',15,III,16,23,1,132550
1431,2446,Buch über Waldshut,130247,8.11336,47.61399,z',15,III,16,23,1,130247
1452,2445,Birndorf,133239,8.13384,47.62519,z',15,III,16,23,1,133239
1456,2443,Unteralpfen,130256,8.13573,47.64543,z',15,III,16,23,1,130256
1466,2447,Albruck-Kiesenbach,128160,8.14411,47.60046,z',15,III,16,23,1,128160
1471,2444,Birkingen,129156,8.1477,47.62511,z',15,III,16,23,1,129156
1476,2442,Oberalpfen,129841,8.15262,47.65791,z',15,III,16,23,1,129841
1496,2464,Waldkirch,128079,8.17132,47.65851,z',15,III,16,23,1,128079
1498,2466,Dogern,131889,8.17239,47.60884,z',15,III,16,23,1,131889
1506,2465,Eschbach,133937,8.18086,47.6336,z',16,III,16,14,1,133937
1517,2463,Schmitzingen,133250,8.19315,47.65491,z',16,III,16,14,1,133250
1536,2467,Waldshut,129900,8.21445,47.6237,z',16,III,16,14,1,129900
1542,2462,Indlekofen,130048,8.22113,47.65889,z',16,III,16,14,1,130048
1556,2461,Weilheim,129355,8.24051,47.65862,z',16,III,16,14,1,129355
1565,2468,Gurtweil,132202,8.24698,47.64159,z',16,III,16,14,1,132202
1596,2469,Tiengen,131240,8.28181,47.63443,z',16,III,16,14,1,131240
1605,2474,Kadelburg,130612,8.29552,47.60851,z',16,III,16,14,1,130612
1608,2472,Unterlauchringen,132990,8.30394,47.63095,z',16,III,16,14,1,132990
1610,2476,Rheinheim,130915,8.30495,47.58771,z',16,III,16,14,1,130915
1612,2470,Breitenfeld,129633,8.30617,47.65178,z',16,III,16,14,1,129633
1627,2475,Dangstetten,131515,8.31944,47.59581,z',16,III,16,14,1,131515
1628,2471,Detzeln,132143,8.32062,47.66643,z',16,III,16,14,1,132143
1630,2473,Oberlauchringen,128907,8.32685,47.62036,z',16,III,16,14,1,128907
95,645,Hindlingen,29036,7.13734,47.57341,a'',9,III,17,3,1,29036
103,644,Friesen,27580,7.15001,47.56535,a'',9,III,17,3,1,27580
117,502,Pfetterhausen (Pfetterhouse),35823,7.16635,47.50105,a'',9,III,17,3,1,35823
124,505,Niedersept (Seppois-le-Bas),32329,7.17622,47.53614,a'',10,III,17,17,1,32329
138,495,Largitzen,24527,7.1873,47.56163,a'',10,III,17,17,1,24527
160,503,Mooslargue,34299,7.21833,47.50939,a'',10,III,17,17,1,34299
164,496,Bisel,33202,7.22032,47.53456,a'',10,III,17,17,1,33202
186,491,Heimersdorf,32346,7.24206,47.57224,a'',10,III,17,17,1,32346
194,507,Mörnach (Mœrnach),26623,7.25681,47.50213,a'',10,III,17,17,1,26623
208,501,Rüderbach (Ruederbach),24225,7.26824,47.56144,a'',10,III,17,17,1,24225
210,504,Köstlach (Kœstlach),29599,7.27085,47.5062,a'',10,III,17,17,1,29599
230,"497, 498","Riespach, Riespach","33507, 33507",7.28623,47.54132,a'',10,III,17,17,2,33507
249,"508, 509, 510","Altpfirt (Vieux-Ferrette), Altpfirt, Altpfirt","31758, 31758, 31758",7.30044,47.50327,a'',10,III,17,17,3,31758
252,494,Grenzingen,35039,7.30068,47.56354,a'',10,III,17,17,1,35039
274,500,Waldighofen,27644,7.31605,47.55061,a'',10,III,17,17,1,27644
297,499,Roppenzweiler (Roppenzwiller),32965,7.33206,47.54091,a'',10,III,17,17,1,32965
302,524,Dürmenach (Durmenach),36042,7.3374,47.5271,a'',10,III,17,17,1,36042
308,527,Steinsulz (Steinsoultz),23691,7.34276,47.55541,a'',11,III,17,14,1,23691
309,523,Buchsweiler (Bouxwiller),23346,7.34362,47.50479,a'',11,III,17,14,1,23346
327,525,Werenzhausen (Werentzhouse),23728,7.3579,47.51688,a'',11,III,17,14,1,23728
364,522,Mittelmüspach-Niedermüspach (Muespach),26261,7.3807,47.54728,a'',11,III,17,14,1,26261
371,526,Fislis,27941,7.38288,47.50419,a'',11,III,17,14,1,27941
403,2500,Knöringen  (Knœringue) (im Elsass),23621,7.4042,47.5624,a'',11,III,17,14,1,23621
423,514,Oberranspach (Ranspach-le-Haut),35682,7.4175,47.57697,a'',11,III,17,14,1,35682
463,515,Obermichelbach (Michelbach-le-Haut),26186,7.44645,47.56623,a'',11,III,17,14,1,26186
467,"517, 518","Volkensberg (Folgensbourg), Volkensberg (Folgensbourg)","33199, 33199",7.4473,47.55147,a'',11,III,17,14,2,33199
494,516,Attenschweiler (Attenschwiller),34416,7.46216,47.56912,a'',11,III,17,14,1,34416
513,520,Oberhagental (Hagenthal-le-Haut),30602,7.46966,47.52221,a'',11,III,17,14,1,30602
518,521,Niederhagental (Hagenthal-le-Bas),24255,7.47691,47.52383,a'',11,III,17,14,1,24255
530,519,Wenzweiler (Wentzwiller),26054,7.48036,47.55042,a'',11,III,17,14,1,26054
573,541,Buschweiler (Buschwiller),25239,7.50989,47.55993,a'',12,III,17,6,1,25239
581,544,Neuweiler (Neuwiller),24164,7.51526,47.52439,a'',12,III,17,6,1,24164
591,540,Häsingen (Hésingue),23525,7.5211,47.57633,a'',12,III,17,6,1,23525
594,542,Hegenheim (Hégenheim),28747,7.52344,47.56115,a'',12,III,17,6,1,28747
634,546,Burgfelden (Bourgfelden),36440,7.54705,47.57853,a'',12,III,17,6,1,36440
826,545,Grenzach (Grenzach-Wyhlen),130468,7.66607,47.55136,a'',12,III,17,6,1,130468
863,626,Wyhlen,132386,7.69103,47.54989,a'',13,III,17,5,1,132386
917,625,Herten,134221,7.72902,47.55493,a'',13,III,17,5,1,134221
940,622,Degerfelden,130480,7.74584,47.5696,a'',13,III,17,5,1,130480
968,623,Nollingen,133504,7.7716,47.57363,a'',13,III,17,5,1,133504
990,624,Rheinfelden-Stadt (Baden),133931,7.78875,47.55945,a'',13,III,17,5,1,133931
1172,642,Wallbach,134041,7.91336,47.56871,a'',14,III,17,4,1,134041
1234,643,Obersäckingen,131333,7.96171,47.57476,a'',14,III,17,4,1,131333
1267,2454,Rippolingen und Harpolingen,132407,7.9892,47.57843,a'',14,III,17,4,1,132407
1277,2453,Rippolingen und Harpolingen,128518,8.00062,47.57274,a'',14,III,17,4,1,128518
1317,2455,Murg,129062,8.02352,47.55376,a'',15,III,17,6,1,129062
1335,2456,Niederhof,130995,8.03951,47.56938,a'',15,III,17,6,1,130995
1361,2458,Binzgen,130052,8.06143,47.57622,a'',15,III,17,6,1,130052
1363,2459,Laufenburg (CH!),18575,8.06183,47.56055,a'',15,III,17,6,1,18575
1411,"2436, 2460","Luttingen, Luttingen und Grunholz","130726, 130726",8.09878,47.57252,a'',15,III,17,6,2,130726
1633,2477,Reckingen,130567,8.33116,47.57477,a'',16,III,17,1,1,130567
185,506,Dürlinsdorf (Durlinsdorf),32091,7.24121,47.48531,b'',10,III,17,5,1,32091
200,513,Winkel,32462,7.26347,47.46074,b'',10,III,17,5,1,32462
221,511,Bendorf,34573,7.2816,47.48759,b'',10,III,17,5,1,34573
268,512,Lüxdorf (Ligsdorf),24127,7.3091,47.47235,b'',10,III,17,5,1,24127
299,530,Sondersdorf,27837,7.33509,47.48234,b'',10,III,17,5,1,27837
328,539,Kiffis,26965,7.35848,47.4405,b'',11,III,17,9,1,26965
349,535,Rädersdorf (Raedersdorf),28830,7.3665,47.47487,b'',11,III,17,9,1,28830
365,536,Lutter,31712,7.38095,47.46702,b'',11,III,17,9,1,31712
386,"531, 532","Oltingen (Oltingue), Oltingen (Oltingue)","35519, 35519",7.39411,47.48862,b'',11,III,17,9,2,35519
407,537,Wolschweiler (Wolschwiller),28711,7.40773,47.46164,b'',11,III,17,9,1,28711
470,538,Biedertal (Biederthal),32080,7.44789,47.46978,b'',11,III,17,9,1,32080
489,533,Liebenzweiler (Liebenswiller),25082,7.45821,47.49881,b'',11,III,17,9,1,25082
532,534,Leimen (Leymen),31656,7.48218,47.4954,b'',11,III,17,9,1,31656
1770,1277,Rheinhausen,129887,8.47341,49.28141,e',17,III,18,3,1,129887
1777,1278,Oberhausen,128804,8.48324,49.26035,e',17,III,18,3,1,128804
1792,1280,Altlußheim,131656,8.49951,49.30106,e',17,III,18,3,1,131656
1809,1286,Waghäusel,132482,8.51733,49.25118,e',18,III,18,7,1,132482
1812,1281,Neulußheim,131603,8.522,49.29291,e',18,III,18,7,1,131603
1832,1279,Hockenheim,129576,8.54755,49.31857,e',18,III,18,7,1,129576
1850,1282,Reilingen,129113,8.56943,49.29368,e',18,III,18,7,1,129113
1867,1285,Sankt Leon,129064,8.6025,49.26526,e',18,III,18,7,1,129064
1883,1284,Rot,127999,8.63137,49.26348,e',18,III,18,7,1,127999
1891,1283,Walldorf,132654,8.64294,49.3028,e',18,III,18,7,1,132654
1925,1297,Malschenberg,132123,8.67996,49.25599,e',19,III,18,15,1,132123
1941,1287,Nussloch,129226,8.69576,49.32301,e',19,III,18,15,1,129226
1947,1296,Rauenberg,128119,8.70096,49.27036,e',19,III,18,15,1,128119
1949,"1288, 1289","Wiesloch, Wiesloch","128125, 128125",8.70178,49.29504,e',19,III,18,15,2,128125
1958,1298,Rotenberg,127540,8.71207,49.25813,e',19,III,18,15,1,127540
1976,1295,Dielheim,131692,8.7354,49.28257,e',19,III,18,15,1,131692
1978,1290,Baiertal,129174,8.73772,49.30253,e',19,III,18,15,1,129174
1998,1299,Tairnbach,133570,8.75625,49.26367,e',19,III,18,15,1,133570
2002,1291,Schatthausen,132491,8.75841,49.319,e',19,III,18,15,1,132491
2018,1294,Horrenberg,128952,8.78051,49.28149,e',19,III,18,15,1,128952
2026,1300,Balzfeld,133130,8.79064,49.26889,e',19,III,18,15,1,133130
2043,1292,Meckesheim,129537,8.81557,49.32167,e',19,III,18,15,1,129537
2047,1293,Zuzenhausen,131683,8.82176,49.29778,e',19,III,18,15,1,131683
2056,1310,Hoffenheim,131360,8.8417,49.27088,e',19,III,18,15,1,131360
2070,1302,Eschelbronn,130378,8.86825,49.3202,e',20,III,18,11,1,130378
2072,1309,Sinsheim,132926,8.87357,49.25387,e',20,III,18,11,1,132926
2076,1311,Daisbach,127545,8.87705,49.2938,e',20,III,18,11,1,127545
2080,1303,Neidenstein,128728,8.88423,49.31637,e',20,III,18,11,1,128728
2089,1312,Rohrbach,130751,8.9042,49.25168,e',20,III,18,11,1,130751
2098,1304,Waibstadt,130152,8.9198,49.29982,e',20,III,18,11,1,130152
2118,1308,Adersbach,133900,8.95454,49.2632,e',20,III,18,11,1,133900
2122,1305,Neckarbischofheim,131296,8.96103,49.29275,e',20,III,18,11,1,131296
2133,1306,Helmstadt,129410,8.97487,49.32604,e',20,III,18,11,1,129410
2144,1307,Hasselbach,127808,8.98363,49.25911,e',20,III,18,11,1,127808
2158,1323,Flinsbach,130386,8.9996,49.30946,e',20,III,18,11,1,130386
2167,1319,Untergimern,134000,9.00947,49.27049,e',21,III,18,13,1,134000
2174,1321,Bargen,130246,9.02233,49.30537,e',21,III,18,13,1,130246
2181,1320,Wollenberg,128776,9.03453,49.29152,e',21,III,18,13,1,128776
2184,1318,Obergimpern,132772,9.04013,49.25574,e',21,III,18,13,1,132772
2201,1322,Kälbertshausen,129092,9.06276,49.31724,e',21,III,18,13,1,129092
2211,1315,Hüffenhardt,129552,9.08386,49.2913,e',21,III,18,13,1,129552
2212,1316,Siegelsbach,132329,9.08942,49.27263,e',21,III,18,13,1,132329
2219,1313,Hochhausen,133409,9.1008,49.323,e',21,III,18,13,1,133409
2231,1317,Zimmerhof,133571,9.1218,49.25206,e',21,III,18,13,1,133571
2237,1314,Neckarzimmern,133715,9.1329,49.31835,e',21,III,18,13,1,133715
2238,1325,Neckarmühlbach,130826,9.13604,49.28364,e',21,III,18,13,1,130826
2241,1324,Hassmersheim,130314,9.14257,49.30049,e',21,III,18,13,1,130314
2244,1326,Heinsheim,128416,9.14778,49.26416,e',21,III,18,13,1,128416
2272,1347,Tiefenbach,133640,9.20311,49.2972,e',22,III,18,5,1,133640
2285,1895,Allfeld,131924,9.24133,49.32379,e',22,III,18,5,1,131924
2297,1897,Herbolzheim,129012,9.26007,49.28376,e',22,III,18,5,1,129012
2302,1896,Neudenau,130196,9.27037,49.2923,e',22,III,18,5,1,130196
2320,1898,Stein am Kocher,128736,9.29954,49.26198,e',22,III,18,5,1,128736
2359,1899,Ruchsen,132707,9.37887,49.31914,e',23,III,18,1,1,132707
1712,1327,Rheinsheim,130420,8.40954,49.23272,f',17,III,19,5,1,130420
1721,1330,Rußheim,133855,8.42435,49.18617,f',17,III,19,5,1,133855
1742,1328,Philippsburg,129239,8.45298,49.235,f',17,III,19,5,1,129239
1762,1329,Huttenheim,133952,8.46955,49.1967,f',17,III,19,5,1,133952
1790,1339,Neudorf,131961,8.49692,49.17524,f',17,III,19,5,1,131961
1810,1331,Wiesental,131225,8.51962,49.22472,f',18,III,19,9,1,131225
1831,1338,Hambrücken,127535,8.54514,49.18532,f',18,III,19,9,1,127535
1834,1332,Kirrlach,133500,8.54938,49.24183,f',18,III,19,9,1,133500
1881,1337,Weiher,129314,8.62179,49.17863,f',18,III,19,9,1,129314
1886,1333,Kronau,132683,8.63449,49.21954,f',18,III,19,9,1,132683
1892,1336,Stettfeld,127365,8.64516,49.18353,f',18,III,19,9,1,127365
1894,1335,(Bad) Langenbrücken,127817,8.6466,49.20296,f',18,III,19,9,1,127817
1900,1334,Mingolsheim,130504,8.65316,49.21986,f',18,III,19,9,1,130504
1921,1349,Zeutern,129762,8.67522,49.17718,f',18,III,19,9,1,129762
1926,1340,Malsch,130790,8.68153,49.24579,f',19,III,19,12,1,130790
1942,1341,Rettigheim,129837,8.6981,49.24111,f',19,III,19,12,1,129837
1959,1350,Östringen,132637,8.7137,49.22037,f',19,III,19,12,1,132637
1966,1342,Mühlhausen,128841,8.72271,49.24953,f',19,III,19,12,1,128841
1990,1348,Odenheim,129784,8.75076,49.17902,f',19,III,19,12,1,129784
2012,1343,Eichtersheim,128228,8.7742,49.23438,f',19,III,19,12,1,128228
2019,1344,Michelfeld,132582,8.7808,49.22723,f',19,III,19,12,1,132582
2021,1301,Eschelbach,130101,8.78417,49.24823,f',19,III,19,12,1,130101
2035,1345,Waldangelloch,127687,8.80551,49.21046,f',19,III,19,12,1,127687
2041,1346,Eichelberg,133627,8.813,49.1891,f',19,III,19,12,1,133627
2052,1351,Dühren,129399,8.83562,49.24557,f',19,III,19,12,1,129399
2055,1361,Elsenz,132962,8.83766,49.17408,f',19,III,19,12,1,132962
2065,1362,Hilsbach,129033,8.86227,49.1957,f',20,III,19,12,1,129033
2075,1363,Weiler,128467,8.87587,49.20862,f',20,III,19,12,1,128467
2081,1360,Adelshofen,128570,8.89073,49.16806,f',20,III,19,12,1,128570
2093,1352,Steinsfurt,132228,8.90861,49.24023,f',20,III,19,12,1,132228
2097,1353,Reihen,131439,8.91628,49.21715,f',20,III,19,12,1,131439
2111,1359,Ittlingen,128336,8.93691,49.19224,f',20,III,19,12,1,128336
2112,1358,Richen,131762,8.94083,49.17134,f',20,III,19,12,1,131762
2129,1355,Bockschaft,131804,8.96721,49.20342,f',20,III,19,12,1,131804
2138,1357,Berwangen,128681,8.98098,49.18431,f',20,III,19,12,1,128681
2141,1354,Ehrstädt,128990,8.98266,49.24404,f',20,III,19,12,1,128990
2149,1356,Kirchardt,131028,8.9918,49.20667,f',20,III,19,12,1,131028
2151,1364,Grombach,130744,8.99507,49.22687,f',20,III,19,12,1,130744
2195,1365,Treschklingen,127531,9.05577,49.22614,f',21,III,19,3,1,127531
2197,1367,Babstadt,127647,9.05798,49.24212,f',21,III,19,3,1,127647
2222,1366,Bad Rappenau,127353,9.10212,49.24032,f',21,III,19,3,1,127353
1696,1371,Leopoldshafen,132982,8.3923,49.09933,g',17,III,20,7,1,132982
1698,1414,Eggenstein,133237,8.39572,49.08482,g',17,III,20,7,1,133237
1710,1370,Linkenheim,127902,8.40844,49.12418,g',17,III,20,7,1,127902
1715,1368,Liedolsheim,130543,8.41451,49.16221,g',17,III,20,7,1,130543
1716,1369,Hochstetten,132522,8.41566,49.13702,g',17,III,20,7,1,132522
1775,1372,Friedrichstal,132481,8.48091,49.10481,g',17,III,20,7,1,132481
1781,1373,Graben,132099,8.48928,49.16535,g',17,III,20,7,1,132099
1802,1378,Spöck,130306,8.51033,49.11179,g',18,III,20,12,1,130306
1803,1380,Staffort,128700,8.51034,49.09079,g',18,III,20,12,1,128700
1811,1377,Neuthard,131469,8.52086,49.1278,g',18,III,20,12,1,131469
1816,1379,Büchenau,130287,8.52764,49.10075,g',18,III,20,12,1,130287
1828,1376,Karlsdorf,128532,8.54164,49.1363,g',18,III,20,12,1,128532
1837,1381,Untergrombach,130393,8.55318,49.0861,g',18,III,20,12,1,130393
1864,"1375, 1384","Bruchsal (Forstamt), Bruchsal","128927, 128927",8.60102,49.12377,g',18,III,20,12,2,128927
1884,1374,Ubstadt,130318,8.6322,49.16181,g',18,III,20,12,1,130318
1890,1382,Helmsheim,134009,8.64229,49.08509,g',18,III,20,12,1,134009
1893,1383,Heidelsheim,132233,8.64542,49.10114,g',18,III,20,12,1,132233
1910,1387,Unteröwisheim,133790,8.66595,49.14423,g',18,III,20,12,1,133790
1936,1386,Oberöwisheim,129412,8.6891,49.14532,g',19,III,20,10,1,129412
1960,1389,Oberacker,130365,8.71399,49.1087,g',19,III,20,10,1,130365
1962,1388,Münzesheim,127625,8.71579,49.12246,g',19,III,20,10,1,127625
1965,1385,Neuenbürg,132923,8.71854,49.15352,g',19,III,20,10,1,132923
1986,1390,Gochsheim,132619,8.74551,49.10407,g',19,III,20,10,1,132619
2010,1394,Menzingen,133758,8.77067,49.13931,g',19,III,20,10,1,133758
2023,1393,Bahnbrücken,129879,8.78671,49.11865,g',19,III,20,10,1,129879
2024,1391,Flehingen,134135,8.78694,49.0869,g',19,III,20,10,1,134135
2036,1395,Landshausen,127753,8.80627,49.14899,g',19,III,20,10,1,127753
2045,1392,Zaisenhausen,131359,8.81712,49.10745,g',19,III,20,10,1,131359
2062,1399,Rohrbach (am Giesshübel),130370,8.85649,49.14055,g',20,III,20,6,1,130370
2063,1400,Sulzfeld,132472,8.85671,49.10336,g',20,III,20,6,1,132472
2088,1401,Mühlbach,131189,8.90301,49.09703,g',20,III,20,6,1,131189
2094,1398,Eppingen,129709,8.9098,49.13704,g',20,III,20,6,1,129709
2125,1397,Stebbach,130014,8.96448,49.14676,g',20,III,20,6,1,130014
2143,1396,Gemmingen,133272,8.98358,49.15633,g',20,III,20,6,1,133272
2223,1402,Schluchtern,131674,9.1026,49.14843,g',21,III,20,1,1,131674
1644,1411,Karlsruhe-Knielingen,131595,8.34437,49.03039,h',17,III,21,10,1,131595
1658,1410,Karlsruhe-Grünwinkel,544408,8.35529,49.0032,h',17,III,21,10,1,544408
1684,"1412, 1413","Neureut, Neureut","127931, 127931",8.37902,49.05267,h',17,III,21,10,2,127931
1711,1409,Karlsruhe,128594,8.40919,49.01038,h',17,III,21,10,1,128594
1739,1408,Rintheim,544410,8.45071,49.0099,h',17,III,21,10,1,544410
1744,1406,Hagsfeld,128704,8.45514,49.02773,h',17,III,21,10,1,128704
1760,1405,Büchig,129185,8.46824,49.04811,h',17,III,21,10,1,129185
1768,1404,Blankenloch,127728,8.47137,49.06482,h',17,III,21,10,1,127728
1788,1407,Grötzingen,130423,8.49556,49.00711,h',17,III,21,10,1,130423
1814,1420,Berghausen,132448,8.52712,49.00389,h',18,III,21,7,1,132448
1819,1422,Weingarten,129723,8.53114,49.0533,h',18,III,21,7,1,129723
1855,1421,Jöhlingen,132094,8.5744,49.03222,h',18,III,21,7,1,132094
1860,1415,Obergrombach,128633,8.58542,49.07709,h',18,III,21,7,1,128633
1873,1418,Wössingen,127448,8.61142,49.01017,h',18,III,21,7,1,127448
1897,1417,Dürrenbüchig,131060,8.64747,49.0227,h',18,III,21,7,1,131060
1902,1416,Gondelsheim,132056,8.65584,49.0596,h',18,III,21,7,1,132056
1924,1428,Diedelsheim,131816,8.67848,49.04109,h',19,III,21,9,1,131816
1927,1430,Sprantal,133312,8.6823,49.00345,h',19,III,21,9,1,133312
1928,1429,Rinklingen,130524,8.6832,49.03485,h',19,III,21,9,1,130524
1932,1425,Neibsheim (bei Bruchsal),133841,8.68509,49.07104,h',19,III,21,9,1,133841
1952,1427,Bretten,127648,8.70657,49.03456,h',19,III,21,9,1,127648
1957,1424,Büchig (bei Bretten),132322,8.70984,49.0742,h',19,III,21,9,1,132322
1967,1426,Gölshausen,133332,8.72322,49.04608,h',19,III,21,9,1,133332
1968,1431,Ruit,133697,8.72435,49.00924,h',19,III,21,9,1,133697
1984,1423,Bauerbach,128047,8.74269,49.07514,h',19,III,21,9,1,128047
2057,1432,Kürnbach,129667,8.84279,49.07732,h',20,III,21,1,1,129667
1674,1470,Bruchhausen bei Ettlingen,133090,8.371,48.92716,i',17,III,22,16,1,133090
1677,1458,Karlsruhe-Beiertheim,544502,8.37277,48.9907,i',17,III,22,16,1,544502
1683,1516,Oberweier,133524,8.37866,48.91717,i',17,III,22,16,1,133524
1688,1459,Bulach,544501,8.38244,48.9868,i',17,III,22,16,1,544501
1689,1469,Ettlingenweier,129278,8.38589,48.92887,i',17,III,22,16,1,129278
1704,"1471, 1472","Ettlingen, Ettlingen","129117, 129117",8.40245,48.94247,i',17,III,22,16,2,129117
1708,1460,Karlsruhe-Rüppurr,128878,8.406,48.97394,i',17,III,22,16,1,128878
1740,1461,Wolfartsweier,133497,8.45219,48.97443,i',17,III,22,16,1,133497
1751,1462,Karlsruhe-Aue,544503,8.46138,48.9881,i',17,III,22,16,1,544503
1752,1467,Busenbach,130430,8.46237,48.93179,i',17,III,22,16,1,130430
1757,1465,Grünwettersbach,133069,8.46671,48.95784,i',17,III,22,16,1,133069
1764,1463,Karlsruhe-Durlach,132760,8.4704,48.99897,i',17,III,22,16,1,132760
1771,1468,Reichenbach bei Ettlingen,127631,8.47546,48.92348,i',17,III,22,16,1,127631
1773,1464,Hohenwettersbach,127640,8.47808,48.96713,i',17,III,22,16,1,127640
1776,1466,Palmbach,131675,8.48266,48.94683,i',17,III,22,16,1,131675
1805,1479,Stupferich,128645,8.51098,48.95396,i',18,III,22,13,1,128645
1824,1478,Mutschelbach,129882,8.53428,48.94409,i',18,III,22,13,1,129882
1829,1473,Söllingen,131761,8.5425,48.98622,i',18,III,22,13,1,131761
1839,1474,Kleinsteinbach,132806,8.55383,48.96613,i',18,III,22,13,1,132806
1847,1419,Wöschbach,127934,8.56737,48.99948,i',18,III,22,13,1,127934
1848,1475,Singen bei Pforzheim,133322,8.56804,48.95764,i',18,III,22,13,1,133322
1849,1477,Nöttingen,129264,8.56916,48.93008,i',18,III,22,13,1,129264
1854,1476,Wilferdingen,127330,8.57281,48.9487,i',18,III,22,13,1,127330
1875,"1480, 1481","Königsbach, Stein bei Pforzheim","131831, 130379",8.61207,48.96515,i',18,III,22,13,2,"130379, 131831"
1880,1482,Bilfingen,128140,8.61996,48.95027,i',18,III,22,13,1,128140
1887,1483,Ersingen,129584,8.63492,48.93324,i',18,III,22,13,1,129584
1917,1487,Eisingen,128481,8.66865,48.94773,i',18,III,22,13,1,128481
1939,1484,Nussbaum,131125,8.69353,48.98977,i',19,III,22,6,1,131125
1955,1486,Göbrichen,132956,8.70848,48.95808,i',19,III,22,6,1,132956
1971,1485,Bauschlott,133206,8.72785,48.97051,i',19,III,22,6,1,133206
1991,1489,Kieselbronn,132736,8.75287,48.93453,i',19,III,22,6,1,132736
1997,1488,Dürrn,133306,8.75615,48.95653,i',19,III,22,6,1,133306
2014,1490,Niefern,130987,8.77601,48.91977,i',19,III,22,6,1,130987
1692,1525,Moosbronn,132860,8.38849,48.83638,k',17,III,23,13,1,132860
1700,1526,Völkersbach,129697,8.39644,48.8701,k',17,III,23,13,1,129697
1702,1517,Schluttenbach,133659,8.40022,48.89885,k',17,III,23,13,1,133659
1720,1518,Schöllbronn bei Ettlingen,134051,8.42179,48.89892,k',17,III,23,13,1,134051
1726,1519,Spessart,131487,8.42992,48.91189,k',17,III,23,13,1,131487
1729,1522,Burbach,131236,8.43853,48.87037,k',17,III,23,13,1,131236
1738,1524,Schielberg,132889,8.44945,48.84311,k',17,III,23,13,1,132889
1747,1523,Pfaffenrot,132665,8.45861,48.86075,k',17,III,23,13,1,132665
1756,1520,Etzenrot,133030,8.46465,48.90968,k',17,III,23,13,1,133030
1765,1521,Spielberg,134070,8.47045,48.89758,k',17,III,23,13,1,134070
1797,1534,Langenalb,132540,8.50104,48.84402,k',17,III,23,13,1,132540
